accuracy,perf,choose_cluster_threshold_0,choose_cluster_decision_0,choose_cluster_decision_1,assign_points_and_accumulate_threshold_0,assign_points_and_accumulate_decision_0,assign_points_and_accumulate_decision_1,run_kmeans_iterations_threshold_0,run_kmeans_iterations_decision_0,run_kmeans_iterations_decision_1
0.9359117626116852,264.607,0,1,0,0,1,2,0,2,2
0.996618283508747,548.525,0,1,0,0,1,2,0,1,0
0.9356030491592555,520.567,0,1,0,0,1,1,0,2,2
0.9359117626116852,252.673,0,1,0,0,1,2,0,1,2
0.8858212042361538,183.331,0,1,0,0,2,2,0,2,3
0.9356030491592555,523.844,0,1,0,0,1,1,0,2,2
0.8853636570943428,381.076,0,1,0,0,2,1,0,3,3
0.8858212042361538,185.802,0,1,0,0,3,2,0,2,3
0.8858212042361538,199.937,0,1,0,0,2,2,0,3,3
0.8858212042361538,204.423,0,1,0,0,2,2,0,1,3
0.9364663085580194,141.397,0,0,0,0,4,4,0,2,2
0.7185469967547471,432.32,0,4,3,0,3,0,0,0,1
0.716993807684551,227.097,0,3,3,0,1,0,0,2,2
0.9359117626116852,261.98,0,0,0,0,0,2,0,3,2
1.0,1077.371,0,0,0,0,0,0,0,0,0
0.7172272994897503,71.998,0,0,3,0,1,3,0,1,2
0.7249455434380873,77.271,0,1,2,0,0,4,0,0,2
0.6624123262788373,193.144,0,1,4,0,3,0,0,4,2
0.9316090959086796,182.287,0,0,1,0,4,3,0,2,2
0.9364663085580194,141.106,0,1,0,0,4,4,0,3,2
0.9364663085580194,140.021,0,0,0,0,4,4,0,3,2
0.9364663085580194,138.145,0,0,0,0,4,4,0,3,2
0.9364663085580194,136.843,0,1,0,0,4,4,0,3,2
0.9364663085580194,134.168,0,0,1,0,4,4,0,3,2
