accuracy,perf,self_box_accumulate_threshold_0,self_box_accumulate_decision_0,self_box_accumulate_decision_1,neighbor_box_accumulate_threshold_0,neighbor_box_accumulate_decision_0,neighbor_box_accumulate_decision_1
0.970160760748179,2353.13,0,2,3,0,3,0
0.9664081023543899,2371.9998000000005,0,1,4,0,3,0
0.9664081023543899,2289.4689999999996,0,3,4,0,3,0
0.970160760748179,2369.593,0,2,3,0,0,0
0.6926323948218233,1294.9470000000001,0,4,1,0,2,3
0.6926323948218233,1326.0832,0,1,1,0,1,3
0.789599938952432,1747.9414000000002,0,1,4,0,2,2
0.9773495970695854,2342.6063999999997,0,4,2,0,2,0
0.9773495970695854,2376.9344,0,2,2,0,3,0
1.0,2432.7853999999998,0,2,1,0,3,0
1.0,2404.4651999999996,0,2,1,0,3,0
0.970160760748179,2216.1366000000003,0,2,3,0,3,0
0.9664081023543899,2221.4988000000003,0,2,4,0,2,0
0.9664081023543899,2208.936,0,3,4,0,3,0
0.9664081023543899,2243.3584,0,3,4,0,3,0
0.8759288466014837,2268.1859999999997,0,2,2,0,3,1
0.7918456314217027,1904.9966,0,2,3,0,1,2
0.789599938952432,1849.0921999999998,0,2,4,0,1,2
0.8759288466014837,2176.9506,0,1,2,0,0,1
0.8759288466014837,2181.6008,0,1,2,0,1,1
0.8930132814229939,2224.9633999999996,0,1,1,0,0,1
0.8704091133430347,2132.5418,0,1,3,0,0,1
0.8704091133430347,2106.9608000000003,0,1,3,0,0,1
0.6802387933148619,1293.086,0,2,4,0,1,3
0.6926323948218233,1432.9154,0,1,1,0,0,3
0.6802387933148619,1297.9288000000001,0,1,4,0,1,3
0.970160760748179,2358.3918,0,4,3,0,3,0
0.8675381162985026,2231.808,0,4,4,0,0,1
0.8930132814229939,2215.1,0,4,1,0,1,1
0.8675381162985026,2116.1621999999998,0,3,4,0,0,1
0.7918456314217027,1783.2704,0,3,3,0,3,2
1.0,2311.287,0,4,1,0,1,0
0.9773495970695854,2273.3902000000003,0,4,2,0,2,0
0.9773495970695854,2400.3502,0,4,2,0,3,0
0.9773495970695854,2389.7344000000003,0,4,2,0,3,0
0.9664081023543899,2372.1458,0,4,4,0,3,0
0.796166650195989,1775.3578000000002,0,4,2,0,0,2
0.9773495970695854,2213.3,0,1,2,0,0,0
0.8675381162985026,2102.8706,0,2,4,0,3,1
0.970160760748179,2200.1724000000004,0,4,3,0,2,0
1.0,2276.9664,0,4,1,0,0,0
0.9773495970695854,2390.2082,0,3,2,0,1,0
0.6926323948218233,1398.1976,0,4,1,0,1,3
1.0,2493.1786,0,4,1,0,3,0
1.0,2455.3751999999995,0,4,1,0,2,0
1.0,2311.2266,0,4,1,0,3,0
1.0,2306.3779999999997,0,4,1,0,1,0
0.9773495970695854,2247.4544,0,2,2,0,0,0
0.9773495970695854,2229.1766000000002,0,4,2,0,0,0
